danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre_playlist,name,artist
0.514,0.638,0,-5.033,1,0.0861,0.0204,0.0704,0.327,0.521,173.628,audio_features,0gSLaX91J2Cs9cWXqsRc4X,spotify:track:0gSLaX91J2Cs9cWXqsRc4X,https://api.spotify.com/v1/tracks/0gSLaX91J2Cs9cWXqsRc4X,https://api.spotify.com/v1/audio-analysis/0gSLaX91J2Cs9cWXqsRc4X,353347,4,CHILL.,Children Of The Internet - Ezra Collective Remix,Future Utopia
0.701,0.424,6,-14.709,0,0.524,0.423,0.0,0.208,0.6,86.057,audio_features,2AKNE7DnNm9reIwhCelnRJ,spotify:track:2AKNE7DnNm9reIwhCelnRJ,https://api.spotify.com/v1/tracks/2AKNE7DnNm9reIwhCelnRJ,https://api.spotify.com/v1/audio-analysis/2AKNE7DnNm9reIwhCelnRJ,226090,4,RAP 2.,Indiscretions,Jadon Woodard
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,audio_features,5bJ1DrEM4hNCafcDd1oxHx,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,https://api.spotify.com/v1/audio-analysis/5bJ1DrEM4hNCafcDd1oxHx,345133,4,RAP 2.,Self Care,Mac Miller
0.408,0.532,10,-12.457,0,0.345,0.578,4.05e-05,0.0734,0.584,102.042,audio_features,3ElQ7H3s86FLZvZhQEQdFw,spotify:track:3ElQ7H3s86FLZvZhQEQdFw,https://api.spotify.com/v1/tracks/3ElQ7H3s86FLZvZhQEQdFw,https://api.spotify.com/v1/audio-analysis/3ElQ7H3s86FLZvZhQEQdFw,187273,4,RAP 2.,New Love Song,Duckwrth
0.577,0.426,2,-10.495,1,0.591,0.851,0.0,0.103,0.764,148.082,audio_features,3cBHgJAkUkD0OdJsfooZEg,spotify:track:3cBHgJAkUkD0OdJsfooZEg,https://api.spotify.com/v1/tracks/3cBHgJAkUkD0OdJsfooZEg,https://api.spotify.com/v1/audio-analysis/3cBHgJAkUkD0OdJsfooZEg,236460,1,RAP 2.,Dragon,Kota the Friend
0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,audio_features,5iUQMwxUPdJBFeGkePtM66,spotify:track:5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/tracks/5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/audio-analysis/5iUQMwxUPdJBFeGkePtM66,305350,4,RAP 2.,Dang! (feat. Anderson .Paak),Mac Miller
0.638,0.537,0,-9.001,1,0.0344,0.69,0.176,0.174,0.351,79.992,audio_features,20wMPnqHdNdBWaKRaMM7fD,spotify:track:20wMPnqHdNdBWaKRaMM7fD,https://api.spotify.com/v1/tracks/20wMPnqHdNdBWaKRaMM7fD,https://api.spotify.com/v1/audio-analysis/20wMPnqHdNdBWaKRaMM7fD,203572,4,RAP 2.,feel away (feat. James Blake & Mount Kimbie),slowthai
0.285,0.875,11,-4.187,0,0.315,0.0977,0.0,0.223,0.646,168.151,audio_features,7L4AtavGZEEDkVw1E0mDYn,spotify:track:7L4AtavGZEEDkVw1E0mDYn,https://api.spotify.com/v1/tracks/7L4AtavGZEEDkVw1E0mDYn,https://api.spotify.com/v1/audio-analysis/7L4AtavGZEEDkVw1E0mDYn,206693,4,RAP 2.,Three Man Weave,Injury Reserve
0.583,0.625,1,-8.011,1,0.277,0.506,0.0,0.196,0.516,89.812,audio_features,0GAyuCo975IHGxxiLKDufB,spotify:track:0GAyuCo975IHGxxiLKDufB,https://api.spotify.com/v1/tracks/0GAyuCo975IHGxxiLKDufB,https://api.spotify.com/v1/audio-analysis/0GAyuCo975IHGxxiLKDufB,266291,4,RAP 2.,l e t . g o . m y . h a n d (with Bas & 6LACK),J. Cole
0.401,0.707,0,-5.973,1,0.32,0.723,0.000545,0.875,0.4,178.323,audio_features,13Sf8s6OLiI4IWn8V3rVwP,spotify:track:13Sf8s6OLiI4IWn8V3rVwP,https://api.spotify.com/v1/tracks/13Sf8s6OLiI4IWn8V3rVwP,https://api.spotify.com/v1/audio-analysis/13Sf8s6OLiI4IWn8V3rVwP,137333,4,RAP 2.,Mando Calrissian,CZARFACE
0.537,0.753,8,-9.441,1,0.35,0.328,1.52e-05,0.368,0.693,90.292,audio_features,6WnYONkaYOchkMXUz0Eu0W,spotify:track:6WnYONkaYOchkMXUz0Eu0W,https://api.spotify.com/v1/tracks/6WnYONkaYOchkMXUz0Eu0W,https://api.spotify.com/v1/audio-analysis/6WnYONkaYOchkMXUz0Eu0W,115827,4,RAP 2.,Fancy Clown,Madvillain
0.682,0.745,2,-5.618,1,0.166,0.137,0.0,0.149,0.787,172.251,audio_features,78TtdM3vlkm5eXkO4zaSxR,spotify:track:78TtdM3vlkm5eXkO4zaSxR,https://api.spotify.com/v1/tracks/78TtdM3vlkm5eXkO4zaSxR,https://api.spotify.com/v1/audio-analysis/78TtdM3vlkm5eXkO4zaSxR,203721,4,RAP 2.,Hate,Kota the Friend
0.711,0.647,2,-5.667,0,0.0822,0.334,0.0,0.312,0.227,125.092,audio_features,4n6NDfYake476trCjJRNl0,spotify:track:4n6NDfYake476trCjJRNl0,https://api.spotify.com/v1/tracks/4n6NDfYake476trCjJRNl0,https://api.spotify.com/v1/audio-analysis/4n6NDfYake476trCjJRNl0,163302,4,RAP 2.,1 0 0 . m i l ‘ (with Bas),J. Cole
0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,audio_features,1D3z6HTiQsNmZxjl7F7eoG,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,https://api.spotify.com/v1/tracks/1D3z6HTiQsNmZxjl7F7eoG,https://api.spotify.com/v1/audio-analysis/1D3z6HTiQsNmZxjl7F7eoG,218802,4,RAP 2.,m y . l i f e (with 21 Savage & Morray),J. Cole
0.739,0.76,6,-6.922,1,0.207,0.5,1.94e-06,0.105,0.829,93.65,audio_features,5P2FrAV844wGHdOhs3HMpP,spotify:track:5P2FrAV844wGHdOhs3HMpP,https://api.spotify.com/v1/tracks/5P2FrAV844wGHdOhs3HMpP,https://api.spotify.com/v1/audio-analysis/5P2FrAV844wGHdOhs3HMpP,192120,4,RAP 2.,Young World,CZARFACE
0.531,0.672,7,-7.341,1,0.305,0.693,0.0,0.791,0.548,96.271,audio_features,2SfE58UZe7Y3TVjozT1fPC,spotify:track:2SfE58UZe7Y3TVjozT1fPC,https://api.spotify.com/v1/tracks/2SfE58UZe7Y3TVjozT1fPC,https://api.spotify.com/v1/audio-analysis/2SfE58UZe7Y3TVjozT1fPC,149613,4,RAP 2.,Break in the Action,CZARFACE
0.574,0.593,0,-9.942,0,0.375,0.0303,0.157,0.369,0.392,176.243,audio_features,46efwIlSpvdURIubZCs3jC,spotify:track:46efwIlSpvdURIubZCs3jC,https://api.spotify.com/v1/tracks/46efwIlSpvdURIubZCs3jC,https://api.spotify.com/v1/audio-analysis/46efwIlSpvdURIubZCs3jC,272245,4,RAP 2.,Bomb Thrown,CZARFACE
0.538,0.428,10,-11.215,0,0.218,0.385,0.0208,0.128,0.374,87.946,audio_features,2fcbM3aCtNuHhhQYEUbE3p,spotify:track:2fcbM3aCtNuHhhQYEUbE3p,https://api.spotify.com/v1/tracks/2fcbM3aCtNuHhhQYEUbE3p,https://api.spotify.com/v1/audio-analysis/2fcbM3aCtNuHhhQYEUbE3p,212036,4,RAP 2.,MellowWithMe,Bishop Nehru
0.843,0.585,1,-14.268,1,0.0652,0.64,0.0456,0.131,0.835,91.937,audio_features,1BXastKgdI3AiFipVt69Fv,spotify:track:1BXastKgdI3AiFipVt69Fv,https://api.spotify.com/v1/tracks/1BXastKgdI3AiFipVt69Fv,https://api.spotify.com/v1/audio-analysis/1BXastKgdI3AiFipVt69Fv,279373,4,RAP 2.,Jettin',Digable Planets
0.351,0.757,4,-4.573,0,0.0799,0.589,0.0,0.15,0.317,174.128,audio_features,4YDajhjVXlBaPhgONWjzg6,spotify:track:4YDajhjVXlBaPhgONWjzg6,https://api.spotify.com/v1/tracks/4YDajhjVXlBaPhgONWjzg6,https://api.spotify.com/v1/audio-analysis/4YDajhjVXlBaPhgONWjzg6,101886,4,RAP 2.,Intro,Logic
0.758,0.845,2,-8.021,1,0.272,0.121,0.0,0.328,0.944,76.882,audio_features,1KcZRMyC2tSs3CMIsng9wx,spotify:track:1KcZRMyC2tSs3CMIsng9wx,https://api.spotify.com/v1/tracks/1KcZRMyC2tSs3CMIsng9wx,https://api.spotify.com/v1/audio-analysis/1KcZRMyC2tSs3CMIsng9wx,321507,4,RAP 2.,Otha Fish,The Pharcyde
0.765,0.681,11,-4.241,0,0.31,0.0497,0.0,0.216,0.281,127.77,audio_features,3mtaSob1BQO4HMSA8lWKRt,spotify:track:3mtaSob1BQO4HMSA8lWKRt,https://api.spotify.com/v1/tracks/3mtaSob1BQO4HMSA8lWKRt,https://api.spotify.com/v1/audio-analysis/3mtaSob1BQO4HMSA8lWKRt,423909,5,RAP 2.,In The Fire,Dave
0.404,0.784,2,-7.584,0,0.123,0.188,0.00178,0.165,0.289,179.439,audio_features,08T26i7SErk6jCDTW7uUFI,spotify:track:08T26i7SErk6jCDTW7uUFI,https://api.spotify.com/v1/tracks/08T26i7SErk6jCDTW7uUFI,https://api.spotify.com/v1/audio-analysis/08T26i7SErk6jCDTW7uUFI,266253,3,RAP 2.,Lift Off,JAY-Z
0.59,0.591,10,-7.538,0,0.242,0.0469,6.66e-06,0.753,0.826,96.455,audio_features,6sXtv9YofwyGFbNQ4yhIgy,spotify:track:6sXtv9YofwyGFbNQ4yhIgy,https://api.spotify.com/v1/tracks/6sXtv9YofwyGFbNQ4yhIgy,https://api.spotify.com/v1/audio-analysis/6sXtv9YofwyGFbNQ4yhIgy,107853,4,RAP 2.,Vats of Urine,DANGERDOOM
0.836,0.812,2,-6.985,1,0.215,0.188,1.82e-06,0.0982,0.769,92.009,audio_features,7oFiFPltiQTBqVutyiSwvE,spotify:track:7oFiFPltiQTBqVutyiSwvE,https://api.spotify.com/v1/tracks/7oFiFPltiQTBqVutyiSwvE,https://api.spotify.com/v1/audio-analysis/7oFiFPltiQTBqVutyiSwvE,145707,4,RAP 2.,Figaro,Madvillain
0.514,0.638,0,-5.033,1,0.0861,0.0204,0.0704,0.327,0.521,173.628,audio_features,0gSLaX91J2Cs9cWXqsRc4X,spotify:track:0gSLaX91J2Cs9cWXqsRc4X,https://api.spotify.com/v1/tracks/0gSLaX91J2Cs9cWXqsRc4X,https://api.spotify.com/v1/audio-analysis/0gSLaX91J2Cs9cWXqsRc4X,353347,4,RAP 2.,Children Of The Internet - Ezra Collective Remix,Future Utopia
0.678,0.794,10,-6.186,0,0.14,0.274,1.68e-06,0.124,0.54,87.374,audio_features,7G3lxTsMfSx4yarMkfgnTC,spotify:track:7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/tracks/7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/audio-analysis/7G3lxTsMfSx4yarMkfgnTC,290573,4,RAP 2.,The World Is Yours,Nas
0.693,0.46,0,-7.912,0,0.226,0.392,0.0,0.157,0.873,78.09,audio_features,4HW5kSQ8M2IQWZhSxERvla,spotify:track:4HW5kSQ8M2IQWZhSxERvla,https://api.spotify.com/v1/tracks/4HW5kSQ8M2IQWZhSxERvla,https://api.spotify.com/v1/audio-analysis/4HW5kSQ8M2IQWZhSxERvla,173947,4,RAP 2.,Spice Girl,Aminé
0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,audio_features,01z2fBGB8Hl3Jd3zXe4IXR,spotify:track:01z2fBGB8Hl3Jd3zXe4IXR,https://api.spotify.com/v1/tracks/01z2fBGB8Hl3Jd3zXe4IXR,https://api.spotify.com/v1/audio-analysis/01z2fBGB8Hl3Jd3zXe4IXR,161840,4,RAP.,Come Back to Earth,Mac Miller
0.736,0.903,10,-3.235,0,0.127,0.0889,0.0,0.129,0.457,95.047,audio_features,0KiKfllNTmhImvXVIHqR0z,spotify:track:0KiKfllNTmhImvXVIHqR0z,https://api.spotify.com/v1/tracks/0KiKfllNTmhImvXVIHqR0z,https://api.spotify.com/v1/audio-analysis/0KiKfllNTmhImvXVIHqR0z,211573,4,RAP.,Young Jesus,Logic
0.755,0.83,3,-6.494,0,0.0613,0.0916,3.81e-05,0.298,0.513,139.9,audio_features,0Kojfmpnf0A2yC1zyv39Zx,spotify:track:0Kojfmpnf0A2yC1zyv39Zx,https://api.spotify.com/v1/tracks/0Kojfmpnf0A2yC1zyv39Zx,https://api.spotify.com/v1/audio-analysis/0Kojfmpnf0A2yC1zyv39Zx,337747,4,RAP.,Buried Alive,Logic
0.755,0.594,7,-5.906,1,0.216,0.241,0.0,0.107,0.237,178.929,audio_features,0YAQnYt2oB8OdoaeqnHyTI,spotify:track:0YAQnYt2oB8OdoaeqnHyTI,https://api.spotify.com/v1/tracks/0YAQnYt2oB8OdoaeqnHyTI,https://api.spotify.com/v1/audio-analysis/0YAQnYt2oB8OdoaeqnHyTI,238053,4,RAP.,Tribe (with J. Cole),Bas
0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,audio_features,0b9oOr2ZgvyQu88wzixux9,spotify:track:0b9oOr2ZgvyQu88wzixux9,https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9,https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9,225773,4,RAP.,This Is America,Childish Gambino
0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,audio_features,0eEXcw3JLVXcRxYrVYMy68,spotify:track:0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/audio-analysis/0eEXcw3JLVXcRxYrVYMy68,226133,4,RAP.,Electric Relaxation,A Tribe Called Quest
0.742,0.72,0,-2.876,1,0.116,0.0402,0.000846,0.0839,0.97,77.011,audio_features,0jqBo5RYn008f4ZY8kPewW,spotify:track:0jqBo5RYn008f4ZY8kPewW,https://api.spotify.com/v1/tracks/0jqBo5RYn008f4ZY8kPewW,https://api.spotify.com/v1/audio-analysis/0jqBo5RYn008f4ZY8kPewW,260320,4,RAP.,Indica Badu,Logic
0.496,0.636,7,-9.258,1,0.0964,0.069,0.000125,0.503,0.333,80.109,audio_features,16NGfNtshNVSKkf5szmGwx,spotify:track:16NGfNtshNVSKkf5szmGwx,https://api.spotify.com/v1/tracks/16NGfNtshNVSKkf5szmGwx,https://api.spotify.com/v1/audio-analysis/16NGfNtshNVSKkf5szmGwx,207067,4,RAP.,I. Pink Toes,Childish Gambino
0.801,0.815,11,-4.81,1,0.148,0.042,4.42e-06,0.0741,0.37,90.017,audio_features,1BTj47Up5m8601KOFrTvkj,spotify:track:1BTj47Up5m8601KOFrTvkj,https://api.spotify.com/v1/tracks/1BTj47Up5m8601KOFrTvkj,https://api.spotify.com/v1/audio-analysis/1BTj47Up5m8601KOFrTvkj,202920,4,RAP.,I Am The Greatest,Logic
0.675,0.559,10,-9.003,0,0.106,0.00608,9.73e-05,0.0843,0.668,117.845,audio_features,1flloiRJOCenDSSjnuHGln,spotify:track:1flloiRJOCenDSSjnuHGln,https://api.spotify.com/v1/tracks/1flloiRJOCenDSSjnuHGln,https://api.spotify.com/v1/audio-analysis/1flloiRJOCenDSSjnuHGln,85413,4,RAP.,Big Bag,"Tyler, The Creator"
0.612,0.705,1,-5.898,1,0.352,0.427,0.0,0.658,0.533,101.876,audio_features,203xmWRHAyqwW6AkGkhhVM,spotify:track:203xmWRHAyqwW6AkGkhhVM,https://api.spotify.com/v1/tracks/203xmWRHAyqwW6AkGkhhVM,https://api.spotify.com/v1/audio-analysis/203xmWRHAyqwW6AkGkhhVM,341040,4,RAP.,The Space Program,A Tribe Called Quest
0.786,0.82,9,-5.093,0,0.232,0.222,0.0,0.575,0.49,119.982,audio_features,22nyEAEM29tcBRhukR089b,spotify:track:22nyEAEM29tcBRhukR089b,https://api.spotify.com/v1/tracks/22nyEAEM29tcBRhukR089b,https://api.spotify.com/v1/audio-analysis/22nyEAEM29tcBRhukR089b,220996,4,RAP.,Icon,Jaden
0.716,0.936,1,-4.968,0,0.123,0.0318,0.0,0.367,0.802,81.508,audio_features,2JQJ8lCrRg33HxNHh8vcWi,spotify:track:2JQJ8lCrRg33HxNHh8vcWi,https://api.spotify.com/v1/tracks/2JQJ8lCrRg33HxNHh8vcWi,https://api.spotify.com/v1/audio-analysis/2JQJ8lCrRg33HxNHh8vcWi,164523,4,RAP.,Donald Trump,Mac Miller
0.739,0.79,2,-5.307,1,0.103,0.0674,0.0,0.352,0.652,96.055,audio_features,2Pp3QD3thPnk2kCxmu2MHK,spotify:track:2Pp3QD3thPnk2kCxmu2MHK,https://api.spotify.com/v1/tracks/2Pp3QD3thPnk2kCxmu2MHK,https://api.spotify.com/v1/audio-analysis/2Pp3QD3thPnk2kCxmu2MHK,213373,4,RAP.,Dis Generation,A Tribe Called Quest
0.57,0.65,2,-8.538,1,0.326,0.0707,0.0,0.339,0.174,96.767,audio_features,2lRe5wBRm4xaSKTbDn2vLD,spotify:track:2lRe5wBRm4xaSKTbDn2vLD,https://api.spotify.com/v1/tracks/2lRe5wBRm4xaSKTbDn2vLD,https://api.spotify.com/v1/audio-analysis/2lRe5wBRm4xaSKTbDn2vLD,323587,4,RAP.,Trippy (feat. J. Cole),Anderson .Paak
0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025,audio_features,33i3xxHB4YSYGYbtJrwwO8,spotify:track:33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/tracks/33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/audio-analysis/33i3xxHB4YSYGYbtJrwwO8,194080,4,RAP.,Foreword (feat. Rex Orange County),"Tyler, The Creator"
0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,audio_features,39NDBdU5Xkm5pCFGa5kZtI,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/tracks/39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/audio-analysis/39NDBdU5Xkm5pCFGa5kZtI,287040,4,RAP.,Ladders,Mac Miller
0.795,0.548,3,-8.072,1,0.199,0.163,0.0,0.0838,0.725,112.342,audio_features,3ILZNhiwZtZ3fVVI65WC6e,spotify:track:3ILZNhiwZtZ3fVVI65WC6e,https://api.spotify.com/v1/tracks/3ILZNhiwZtZ3fVVI65WC6e,https://api.spotify.com/v1/audio-analysis/3ILZNhiwZtZ3fVVI65WC6e,149200,4,RAP.,Lights On (feat. Ryan Beatty & Santigold),"Tyler, The Creator"
0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,audio_features,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,251573,4,RAP.,Can I Kick It?,A Tribe Called Quest
0.827,0.643,10,-6.414,0,0.0899,0.257,0.0,0.094,0.433,95.965,audio_features,3W4JFzOQdo5J2Wgt9DFg24,spotify:track:3W4JFzOQdo5J2Wgt9DFg24,https://api.spotify.com/v1/tracks/3W4JFzOQdo5J2Wgt9DFg24,https://api.spotify.com/v1/audio-analysis/3W4JFzOQdo5J2Wgt9DFg24,240093,4,RAP.,Warm It Up,Logic
0.809,0.685,2,-7.916,1,0.045,0.11,0.00363,0.183,0.827,130.008,audio_features,3f2k8op0nWDoZM4pXim6wG,spotify:track:3f2k8op0nWDoZM4pXim6wG,https://api.spotify.com/v1/tracks/3f2k8op0nWDoZM4pXim6wG,https://api.spotify.com/v1/audio-analysis/3f2k8op0nWDoZM4pXim6wG,238387,4,RAP.,Surfin',Kid Cudi
0.52,0.869,1,-4.546,0,0.28,0.0573,0.0,0.332,0.259,167.771,audio_features,3lWCa9e0KhDghboM5L9C6d,spotify:track:3lWCa9e0KhDghboM5L9C6d,https://api.spotify.com/v1/tracks/3lWCa9e0KhDghboM5L9C6d,https://api.spotify.com/v1/audio-analysis/3lWCa9e0KhDghboM5L9C6d,292933,4,RAP.,Soul Food,Logic
0.734,0.722,0,-4.872,1,0.071,0.0108,0.000201,0.157,0.229,129.927,audio_features,3lz2JgAt4cyr04qDlBgTOv,spotify:track:3lz2JgAt4cyr04qDlBgTOv,https://api.spotify.com/v1/tracks/3lz2JgAt4cyr04qDlBgTOv,https://api.spotify.com/v1/audio-analysis/3lz2JgAt4cyr04qDlBgTOv,154456,4,RAP.,Watch Me,Jaden
0.759,0.733,10,-7.015,0,0.165,0.201,0.0,0.13,0.411,144.96,audio_features,3wFnBRnYgpdoBQyXl3NxoH,spotify:track:3wFnBRnYgpdoBQyXl3NxoH,https://api.spotify.com/v1/tracks/3wFnBRnYgpdoBQyXl3NxoH,https://api.spotify.com/v1/audio-analysis/3wFnBRnYgpdoBQyXl3NxoH,136760,4,RAP.,Plastic,Jaden
0.71,0.805,1,-5.471,1,0.0637,0.00909,0.0,0.141,0.897,92.601,audio_features,3wUX7HpXS382s1DHTRouVk,spotify:track:3wUX7HpXS382s1DHTRouVk,https://api.spotify.com/v1/tracks/3wUX7HpXS382s1DHTRouVk,https://api.spotify.com/v1/audio-analysis/3wUX7HpXS382s1DHTRouVk,172013,4,RAP.,We The People....,A Tribe Called Quest
0.493,0.695,11,-7.396,0,0.486,0.808,2.04e-06,0.122,0.221,98.005,audio_features,3x5WIJiZQ6RwxeoLrQawhc,spotify:track:3x5WIJiZQ6RwxeoLrQawhc,https://api.spotify.com/v1/tracks/3x5WIJiZQ6RwxeoLrQawhc,https://api.spotify.com/v1/audio-analysis/3x5WIJiZQ6RwxeoLrQawhc,383915,4,RAP.,California,Saba
0.549,0.725,1,-7.239,1,0.397,0.0539,3.52e-05,0.148,0.547,108.822,audio_features,430qNtapCS3Ue1yoSql1oV,spotify:track:430qNtapCS3Ue1yoSql1oV,https://api.spotify.com/v1/tracks/430qNtapCS3Ue1yoSql1oV,https://api.spotify.com/v1/audio-analysis/430qNtapCS3Ue1yoSql1oV,206267,4,RAP.,I Ain't Got Time!,"Tyler, The Creator"
0.645,0.777,2,-7.235,1,0.0418,0.00653,0.0039,0.119,0.331,88.455,audio_features,46WOptLnXUtH3LOyYvmMO1,spotify:track:46WOptLnXUtH3LOyYvmMO1,https://api.spotify.com/v1/tracks/46WOptLnXUtH3LOyYvmMO1,https://api.spotify.com/v1/audio-analysis/46WOptLnXUtH3LOyYvmMO1,215507,4,RAP.,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),Gorillaz
0.507,0.606,8,-8.758,1,0.452,0.185,0.0,0.174,0.202,180.607,audio_features,4KXwFI9pgJLpUIAc9oSL8j,spotify:track:4KXwFI9pgJLpUIAc9oSL8j,https://api.spotify.com/v1/tracks/4KXwFI9pgJLpUIAc9oSL8j,https://api.spotify.com/v1/audio-analysis/4KXwFI9pgJLpUIAc9oSL8j,272307,4,RAP.,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul
0.514,0.73,4,-8.491,0,0.387,0.474,0.0,0.511,0.699,167.655,audio_features,4OMKQBq51PnjZz042AghkR,spotify:track:4OMKQBq51PnjZz042AghkR,https://api.spotify.com/v1/tracks/4OMKQBq51PnjZz042AghkR,https://api.spotify.com/v1/audio-analysis/4OMKQBq51PnjZz042AghkR,246773,4,RAP.,Growing Pains III,Logic
0.916,0.727,1,-6.556,1,0.0861,0.00214,0.000145,0.118,0.201,94.997,audio_features,4PpuH4mxL0rD35mOWaLoKS,spotify:track:4PpuH4mxL0rD35mOWaLoKS,https://api.spotify.com/v1/tracks/4PpuH4mxL0rD35mOWaLoKS,https://api.spotify.com/v1/audio-analysis/4PpuH4mxL0rD35mOWaLoKS,219707,4,RAP.,Lemon,N.E.R.D
0.709,0.787,1,-2.377,1,0.235,0.27,0.00114,0.296,0.607,75.986,audio_features,4QRWA5UqYU1st9aO0UfxOj,spotify:track:4QRWA5UqYU1st9aO0UfxOj,https://api.spotify.com/v1/tracks/4QRWA5UqYU1st9aO0UfxOj,https://api.spotify.com/v1/audio-analysis/4QRWA5UqYU1st9aO0UfxOj,287400,4,RAP.,Fade Away,Logic
0.547,0.759,1,-7.039,0,0.413,0.354,2.15e-05,0.676,0.575,91.85,audio_features,4XDpeWqPADoWRKcUY3dC84,spotify:track:4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/tracks/4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/audio-analysis/4XDpeWqPADoWRKcUY3dC84,225347,4,RAP.,November,"Tyler, The Creator"
0.48,0.61,0,-7.042,1,0.305,0.0456,0.0,0.313,0.297,90.034,audio_features,4bEcoz1OcfMgUbp2ft8ieQ,spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,https://api.spotify.com/v1/tracks/4bEcoz1OcfMgUbp2ft8ieQ,https://api.spotify.com/v1/audio-analysis/4bEcoz1OcfMgUbp2ft8ieQ,255653,4,RAP.,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator"
0.863,0.815,11,-6.242,0,0.232,0.216,0.0,0.0887,0.636,108.972,audio_features,4iq3zHwgHSxstFvYw4yIsQ,spotify:track:4iq3zHwgHSxstFvYw4yIsQ,https://api.spotify.com/v1/tracks/4iq3zHwgHSxstFvYw4yIsQ,https://api.spotify.com/v1/audio-analysis/4iq3zHwgHSxstFvYw4yIsQ,200800,4,RAP.,Run It,Logic
0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,audio_features,4j3GWI86JvSaF0BLdmgcfF,spotify:track:4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/tracks/4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/audio-analysis/4j3GWI86JvSaF0BLdmgcfF,213600,4,RAP.,Summertime Magic,Childish Gambino
