danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre_playlist,name,artist
0.616,0.881,2,-5.315,0,0.238,0.516,0.0,0.14,0.711,90.387,audio_features,2YQ1cc9xWnp5qI08rKt6wv,spotify:track:2YQ1cc9xWnp5qI08rKt6wv,https://api.spotify.com/v1/tracks/2YQ1cc9xWnp5qI08rKt6wv,https://api.spotify.com/v1/audio-analysis/2YQ1cc9xWnp5qI08rKt6wv,214427,4,RAP.,The Isle Of Arran,Loyle Carner
0.788,0.711,1,-7.811,0,0.0597,0.364,2.07e-05,0.0838,0.802,104.149,audio_features,4A7DUET5H4f7dJkUhjfVFB,spotify:track:4A7DUET5H4f7dJkUhjfVFB,https://api.spotify.com/v1/tracks/4A7DUET5H4f7dJkUhjfVFB,https://api.spotify.com/v1/audio-analysis/4A7DUET5H4f7dJkUhjfVFB,194023,4,CAR.,Lost in Paris,Tom Misch
0.845,0.57,0,-8.441,1,0.0802,0.0957,0.414,0.0813,0.466,113.003,audio_features,5w3yxRRxy5pvZdUvBJF6ve,spotify:track:5w3yxRRxy5pvZdUvBJF6ve,https://api.spotify.com/v1/tracks/5w3yxRRxy5pvZdUvBJF6ve,https://api.spotify.com/v1/audio-analysis/5w3yxRRxy5pvZdUvBJF6ve,269815,4,CAR.,South of the River,Tom Misch
0.802,0.607,11,-11.028,0,0.289,0.205,0.000748,0.246,0.274,96.916,audio_features,02CygBCQOIyEuhNZqHHcNx,spotify:track:02CygBCQOIyEuhNZqHHcNx,https://api.spotify.com/v1/tracks/02CygBCQOIyEuhNZqHHcNx,https://api.spotify.com/v1/audio-analysis/02CygBCQOIyEuhNZqHHcNx,261881,4,CAR.,It Runs Through Me,Tom Misch
0.666,0.537,8,-10.467,1,0.249,0.477,0.0208,0.0656,0.653,93.002,audio_features,6Pd20wirRDM9k4e69px3dN,spotify:track:6Pd20wirRDM9k4e69px3dN,https://api.spotify.com/v1/tracks/6Pd20wirRDM9k4e69px3dN,https://api.spotify.com/v1/audio-analysis/6Pd20wirRDM9k4e69px3dN,271530,4,CAR.,Water Baby,Tom Misch
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,CAR.,EARFQUAKE,"Tyler, The Creator"
0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,audio_features,39NDBdU5Xkm5pCFGa5kZtI,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/tracks/39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/audio-analysis/39NDBdU5Xkm5pCFGa5kZtI,287040,4,CAR.,Ladders,Mac Miller
0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/tracks/2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/audio-analysis/2aPTvyE09vUCRwVvj0I8WK,158206,4,CAR.,Sundress,A$AP Rocky
0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,audio_features,4j3GWI86JvSaF0BLdmgcfF,spotify:track:4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/tracks/4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/audio-analysis/4j3GWI86JvSaF0BLdmgcfF,213600,4,CAR.,Summertime Magic,Childish Gambino
0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,audio_features,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,297404,4,CAR.,Feels Like Summer,Childish Gambino
0.65,0.545,0,-7.314,1,0.0386,0.484,0.0026,0.129,0.25,179.936,audio_features,5HBcMAMVgBVUWiLyiK7q4I,spotify:track:5HBcMAMVgBVUWiLyiK7q4I,https://api.spotify.com/v1/tracks/5HBcMAMVgBVUWiLyiK7q4I,https://api.spotify.com/v1/audio-analysis/5HBcMAMVgBVUWiLyiK7q4I,251293,4,CAR.,Deep Down Body Thurst,N.E.R.D
0.839,0.536,2,-10.304,0,0.0682,0.361,0.922,0.0879,0.124,115.03,audio_features,3al8a3uZrOZIHc6J1n8i5f,spotify:track:3al8a3uZrOZIHc6J1n8i5f,https://api.spotify.com/v1/tracks/3al8a3uZrOZIHc6J1n8i5f,https://api.spotify.com/v1/audio-analysis/3al8a3uZrOZIHc6J1n8i5f,253848,4,CAR.,Tick Tock,Tom Misch
0.598,0.71,0,-6.839,0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,audio_features,3O8X1DE9btbzy4UH9cSX9a,spotify:track:3O8X1DE9btbzy4UH9cSX9a,https://api.spotify.com/v1/tracks/3O8X1DE9btbzy4UH9cSX9a,https://api.spotify.com/v1/audio-analysis/3O8X1DE9btbzy4UH9cSX9a,274294,4,CAR.,Borderline,Tame Impala
0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4,CAR.,Californication,Red Hot Chili Peppers
0.685,0.745,1,-6.659,1,0.117,0.259,3.11e-05,0.107,0.834,103.119,audio_features,5IIq5uEYpUZoSjTEjqn7q1,spotify:track:5IIq5uEYpUZoSjTEjqn7q1,https://api.spotify.com/v1/tracks/5IIq5uEYpUZoSjTEjqn7q1,https://api.spotify.com/v1/audio-analysis/5IIq5uEYpUZoSjTEjqn7q1,207013,4,CAR.,La Di Da,The Internet
0.567,0.815,8,-4.915,1,0.141,0.0144,2.14e-05,0.126,0.325,164.834,audio_features,6RpunyUP44SDweJPDScLSF,spotify:track:6RpunyUP44SDweJPDScLSF,https://api.spotify.com/v1/tracks/6RpunyUP44SDweJPDScLSF,https://api.spotify.com/v1/audio-analysis/6RpunyUP44SDweJPDScLSF,266813,4,CAR.,Come Home (feat. André 3000),Anderson .Paak
0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,audio_features,1MJ5f5EYBC92ADD6xcz7nb,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,231724,4,CAR.,Chamber Of Reflection,Mac DeMarco
0.43,0.771,5,-7.176,1,0.0375,0.0876,0.0239,0.121,0.772,201.001,audio_features,4keAoywVf4jxRvXU7ON0hV,spotify:track:4keAoywVf4jxRvXU7ON0hV,https://api.spotify.com/v1/tracks/4keAoywVf4jxRvXU7ON0hV,https://api.spotify.com/v1/audio-analysis/4keAoywVf4jxRvXU7ON0hV,145893,4,CAR.,Salad Days,Mac DeMarco
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4,CAR.,The Less I Know The Better,Tame Impala
0.751,0.576,0,-9.022,1,0.24,0.0796,9.73e-05,0.153,0.636,119.997,audio_features,7LMhHrfftRJVsmNpMnZew3,spotify:track:7LMhHrfftRJVsmNpMnZew3,https://api.spotify.com/v1/tracks/7LMhHrfftRJVsmNpMnZew3,https://api.spotify.com/v1/audio-analysis/7LMhHrfftRJVsmNpMnZew3,215551,4,CAR.,Amnesia (with Ari Lennox & Kiddominant),Bas
0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/tracks/1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/audio-analysis/1tNJrcVe6gwLEiZCtprs1u,177667,4,CAR.,3 Nights,Dominic Fike
0.696,0.795,7,-5.591,0,0.0562,0.484,0.00451,0.182,0.658,83.982,audio_features,02dfEkxZ3MLk5E9XLQs9cd,spotify:track:02dfEkxZ3MLk5E9XLQs9cd,https://api.spotify.com/v1/tracks/02dfEkxZ3MLk5E9XLQs9cd,https://api.spotify.com/v1/audio-analysis/02dfEkxZ3MLk5E9XLQs9cd,197928,4,CAR.,Daydreaming,Milky Chance
0.812,0.816,2,-4.478,1,0.0448,0.0316,3.63e-05,0.153,0.88,110.965,audio_features,2UbuXuTdSC0oR0upCbiLx2,spotify:track:2UbuXuTdSC0oR0upCbiLx2,https://api.spotify.com/v1/tracks/2UbuXuTdSC0oR0upCbiLx2,https://api.spotify.com/v1/audio-analysis/2UbuXuTdSC0oR0upCbiLx2,182440,4,CAR.,Pick U Up,Foster The People
0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,3ZOEytgrvLwQaqXreDs2Jx,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,269000,4,CAR.,Can't Stop,Red Hot Chili Peppers
0.846,0.681,1,-6.172,1,0.144,0.384,1.02e-05,0.185,0.696,117.978,audio_features,3iGNoYKIabGohB9A0C7dKU,spotify:track:3iGNoYKIabGohB9A0C7dKU,https://api.spotify.com/v1/tracks/3iGNoYKIabGohB9A0C7dKU,https://api.spotify.com/v1/audio-analysis/3iGNoYKIabGohB9A0C7dKU,186200,4,CAR.,MICHUUL.,Duckwrth
0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,audio_features,2dgrYdgguVZKeCsrVb9XEs,spotify:track:2dgrYdgguVZKeCsrVb9XEs,https://api.spotify.com/v1/tracks/2dgrYdgguVZKeCsrVb9XEs,https://api.spotify.com/v1/audio-analysis/2dgrYdgguVZKeCsrVb9XEs,288640,4,CAR.,What's the Use?,Mac Miller
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4,CAR.,Pumped Up Kicks,Foster The People
0.821,0.54,3,-7.001,1,0.0683,0.203,0.000657,0.102,0.587,114.022,audio_features,7bt5kLZihTKWaS86lYvj3g,spotify:track:7bt5kLZihTKWaS86lYvj3g,https://api.spotify.com/v1/tracks/7bt5kLZihTKWaS86lYvj3g,https://api.spotify.com/v1/audio-analysis/7bt5kLZihTKWaS86lYvj3g,250400,4,CAR.,Fado,Milky Chance
0.702,0.741,11,-7.537,0,0.0711,0.497,0.000802,0.331,0.794,120.008,audio_features,4WIpEgkpmeVPTBAO4pm5zy,spotify:track:4WIpEgkpmeVPTBAO4pm5zy,https://api.spotify.com/v1/tracks/4WIpEgkpmeVPTBAO4pm5zy,https://api.spotify.com/v1/audio-analysis/4WIpEgkpmeVPTBAO4pm5zy,257307,4,CAR.,Clouds,Milky Chance
0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,audio_features,0mBkoM8r7KAQzZij5swTUL,spotify:track:0mBkoM8r7KAQzZij5swTUL,https://api.spotify.com/v1/tracks/0mBkoM8r7KAQzZij5swTUL,https://api.spotify.com/v1/audio-analysis/0mBkoM8r7KAQzZij5swTUL,198440,4,CAR.,Walking On A Dream,Empire of the Sun
0.586,0.786,2,-3.768,1,0.0484,0.0212,9.35e-05,0.642,0.326,115.959,audio_features,2P0NiuAfypaw5UZJoo0n0o,spotify:track:2P0NiuAfypaw5UZJoo0n0o,https://api.spotify.com/v1/tracks/2P0NiuAfypaw5UZJoo0n0o,https://api.spotify.com/v1/audio-analysis/2P0NiuAfypaw5UZJoo0n0o,273013,4,CAR.,It Might Be Time,Tame Impala
0.766,0.724,2,-6.645,0,0.0397,0.431,0.0467,0.108,0.367,121.981,audio_features,5JgMSRZPJ5Yi5Yu8tHfnoR,spotify:track:5JgMSRZPJ5Yi5Yu8tHfnoR,https://api.spotify.com/v1/tracks/5JgMSRZPJ5Yi5Yu8tHfnoR,https://api.spotify.com/v1/audio-analysis/5JgMSRZPJ5Yi5Yu8tHfnoR,189120,4,CAR.,Fallen,Milky Chance
0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,audio_features,49X0LAl6faAusYq02PRAY6,spotify:track:49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,307154,4,CAR.,Lady - Hear Me Tonight,Modjo
0.409,0.802,3,-5.297,1,0.0383,0.00599,0.0,0.0882,0.351,94.518,audio_features,6BmimvnF33mdpISbrejq3I,spotify:track:6BmimvnF33mdpISbrejq3I,https://api.spotify.com/v1/tracks/6BmimvnF33mdpISbrejq3I,https://api.spotify.com/v1/audio-analysis/6BmimvnF33mdpISbrejq3I,187040,4,CAR.,Right Here,Red Electrick
0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,audio_features,3eoNUm0LU9hATVVi9w4fM6,spotify:track:3eoNUm0LU9hATVVi9w4fM6,https://api.spotify.com/v1/tracks/3eoNUm0LU9hATVVi9w4fM6,https://api.spotify.com/v1/audio-analysis/3eoNUm0LU9hATVVi9w4fM6,249587,3,CAR.,Lost In Yesterday,Tame Impala
0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,audio_features,3f9Mzvd3URfbbIJBX4pz9Z,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,https://api.spotify.com/v1/tracks/3f9Mzvd3URfbbIJBX4pz9Z,https://api.spotify.com/v1/audio-analysis/3f9Mzvd3URfbbIJBX4pz9Z,146827,4,CAR.,Phone Numbers,Dominic Fike
0.61,0.0316,9,-15.186,1,0.0486,0.896,0.00461,0.108,0.37,151.964,audio_features,4jXl6VtkFFKIt3ycUQc5LT,spotify:track:4jXl6VtkFFKIt3ycUQc5LT,https://api.spotify.com/v1/tracks/4jXl6VtkFFKIt3ycUQc5LT,https://api.spotify.com/v1/audio-analysis/4jXl6VtkFFKIt3ycUQc5LT,170360,4,CAR.,Circles,Mac Miller
0.831,0.36,0,-8.073,1,0.052,0.136,0.00217,0.0703,0.601,75.014,audio_features,3WfSNAoj2D8C9noPSGZZFM,spotify:track:3WfSNAoj2D8C9noPSGZZFM,https://api.spotify.com/v1/tracks/3WfSNAoj2D8C9noPSGZZFM,https://api.spotify.com/v1/audio-analysis/3WfSNAoj2D8C9noPSGZZFM,232212,4,CAR.,Complicated,Mac Miller
0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,audio_features,1DWZUa5Mzf2BwzpHtgbHPY,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/tracks/1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/audio-analysis/1DWZUa5Mzf2BwzpHtgbHPY,342040,4,CAR.,Good News,Mac Miller
0.699,0.503,5,-9.922,0,0.0882,0.391,0.0126,0.0996,0.0546,114.86,audio_features,3R8CyhJfVjvgIROd5RSGhQ,spotify:track:3R8CyhJfVjvgIROd5RSGhQ,https://api.spotify.com/v1/tracks/3R8CyhJfVjvgIROd5RSGhQ,https://api.spotify.com/v1/audio-analysis/3R8CyhJfVjvgIROd5RSGhQ,220853,4,CAR.,I Can See,Mac Miller
0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,audio_features,2Yv2mHzr5AQavVdwQjEokV,spotify:track:2Yv2mHzr5AQavVdwQjEokV,https://api.spotify.com/v1/tracks/2Yv2mHzr5AQavVdwQjEokV,https://api.spotify.com/v1/audio-analysis/2Yv2mHzr5AQavVdwQjEokV,298440,4,CAR.,Hand Me Downs,Mac Miller
0.583,0.499,10,-10.086,1,0.0261,0.591,0.0104,0.33,0.342,155.199,audio_features,0udOCZp7yk0Ml92C0k8H8D,spotify:track:0udOCZp7yk0Ml92C0k8H8D,https://api.spotify.com/v1/tracks/0udOCZp7yk0Ml92C0k8H8D,https://api.spotify.com/v1/audio-analysis/0udOCZp7yk0Ml92C0k8H8D,217868,3,CAR.,That's On Me,Mac Miller
0.762,0.054,2,-16.735,0,0.0503,0.947,0.0,0.124,0.339,96.838,audio_features,26G5nmIx7Yvq79bIIluyZV,spotify:track:26G5nmIx7Yvq79bIIluyZV,https://api.spotify.com/v1/tracks/26G5nmIx7Yvq79bIIluyZV,https://api.spotify.com/v1/audio-analysis/26G5nmIx7Yvq79bIIluyZV,160267,4,CAR.,Once A Day,Mac Miller
0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4,CAR.,Blue World,Mac Miller
0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,audio_features,3LbZIhU0smEU5SUnxod4j4,spotify:track:3LbZIhU0smEU5SUnxod4j4,https://api.spotify.com/v1/tracks/3LbZIhU0smEU5SUnxod4j4,https://api.spotify.com/v1/audio-analysis/3LbZIhU0smEU5SUnxod4j4,372867,4,CAR.,Breathe Deeper,Tame Impala
0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,audio_features,4vHNeBWDQpVCmGbaccrRzi,spotify:track:4vHNeBWDQpVCmGbaccrRzi,https://api.spotify.com/v1/tracks/4vHNeBWDQpVCmGbaccrRzi,https://api.spotify.com/v1/audio-analysis/4vHNeBWDQpVCmGbaccrRzi,146390,4,CAR.,Goodie Bag,Still Woozy
0.663,0.656,10,-5.803,1,0.0875,0.187,0.0,0.522,0.667,88.973,audio_features,2hCOLHDVQhnu0qpLFV4ynj,spotify:track:2hCOLHDVQhnu0qpLFV4ynj,https://api.spotify.com/v1/tracks/2hCOLHDVQhnu0qpLFV4ynj,https://api.spotify.com/v1/audio-analysis/2hCOLHDVQhnu0qpLFV4ynj,207004,4,CAR.,nightmares,easy life
0.781,0.587,1,-8.057,0,0.187,0.489,0.00375,0.1,0.843,86.963,audio_features,3QysXZ7h7NIsi8WAusDCBR,spotify:track:3QysXZ7h7NIsi8WAusDCBR,https://api.spotify.com/v1/tracks/3QysXZ7h7NIsi8WAusDCBR,https://api.spotify.com/v1/audio-analysis/3QysXZ7h7NIsi8WAusDCBR,201507,4,CAR.,sunday,easy life
0.705,0.613,6,-9.317,0,0.158,0.218,1.81e-06,0.304,0.459,89.505,audio_features,3Dvq01GbtvhYKHUOaQkdwZ,spotify:track:3Dvq01GbtvhYKHUOaQkdwZ,https://api.spotify.com/v1/tracks/3Dvq01GbtvhYKHUOaQkdwZ,https://api.spotify.com/v1/audio-analysis/3Dvq01GbtvhYKHUOaQkdwZ,186811,4,CAR.,earth,easy life
0.682,0.281,5,-14.267,1,0.126,0.804,0.359,0.106,0.475,82.954,audio_features,165cwz4wGlGz0uDBhxdKLY,spotify:track:165cwz4wGlGz0uDBhxdKLY,https://api.spotify.com/v1/tracks/165cwz4wGlGz0uDBhxdKLY,https://api.spotify.com/v1/audio-analysis/165cwz4wGlGz0uDBhxdKLY,287871,4,CAR.,Right,Mac Miller
0.505,0.391,3,-11.599,1,0.0416,0.669,0.052,0.113,0.36,135.12,audio_features,7BCzMKLKQwVSLtZcDGJTJt,spotify:track:7BCzMKLKQwVSLtZcDGJTJt,https://api.spotify.com/v1/tracks/7BCzMKLKQwVSLtZcDGJTJt,https://api.spotify.com/v1/audio-analysis/7BCzMKLKQwVSLtZcDGJTJt,254099,4,CAR.,Floating,Mac Miller
0.621,0.538,10,-9.307,1,0.0401,0.0117,0.0189,0.583,0.311,85.977,audio_features,2Aq78kKI9yuloJQkcbhQbU,spotify:track:2Aq78kKI9yuloJQkcbhQbU,https://api.spotify.com/v1/tracks/2Aq78kKI9yuloJQkcbhQbU,https://api.spotify.com/v1/audio-analysis/2Aq78kKI9yuloJQkcbhQbU,367293,4,CAR.,Time (feat. Ariana Grande),Childish Gambino
0.715,0.597,0,-8.939,1,0.0749,0.012,0.00273,0.0925,0.186,114.98,audio_features,5X4R93Qcw54yp9Utwy7Mlr,spotify:track:5X4R93Qcw54yp9Utwy7Mlr,https://api.spotify.com/v1/tracks/5X4R93Qcw54yp9Utwy7Mlr,https://api.spotify.com/v1/audio-analysis/5X4R93Qcw54yp9Utwy7Mlr,308547,4,CAR.,19.10,Childish Gambino
0.798,0.559,5,-10.868,1,0.0592,0.286,0.0,0.349,0.604,102.018,audio_features,4vS4FB3HXgOSmICeqEY0Gh,spotify:track:4vS4FB3HXgOSmICeqEY0Gh,https://api.spotify.com/v1/tracks/4vS4FB3HXgOSmICeqEY0Gh,https://api.spotify.com/v1/audio-analysis/4vS4FB3HXgOSmICeqEY0Gh,236507,4,CAR.,35.31,Childish Gambino
0.681,0.597,4,-12.623,0,0.0637,0.378,0.582,0.125,0.486,148.018,audio_features,7l8qR2ndOxgE9hbfQf6gxA,spotify:track:7l8qR2ndOxgE9hbfQf6gxA,https://api.spotify.com/v1/tracks/7l8qR2ndOxgE9hbfQf6gxA,https://api.spotify.com/v1/audio-analysis/7l8qR2ndOxgE9hbfQf6gxA,360933,4,CAR.,47.48,Childish Gambino
0.447,0.72,7,-3.954,1,0.0332,0.0416,0.000297,0.614,0.362,157.892,audio_features,6p8eEdiZLKJH8tcjGZuNTK,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,https://api.spotify.com/v1/tracks/6p8eEdiZLKJH8tcjGZuNTK,https://api.spotify.com/v1/audio-analysis/6p8eEdiZLKJH8tcjGZuNTK,195000,3,CAR.,Run,Joji
0.482,0.631,5,-6.917,1,0.0986,0.696,0.0242,0.209,0.0743,126.576,audio_features,2hfoyc7ve6xM4ZEiNIiU1B,spotify:track:2hfoyc7ve6xM4ZEiNIiU1B,https://api.spotify.com/v1/tracks/2hfoyc7ve6xM4ZEiNIiU1B,https://api.spotify.com/v1/audio-analysis/2hfoyc7ve6xM4ZEiNIiU1B,214558,3,CAR.,Gimme Love,Joji
0.686,0.539,1,-9.408,0,0.092,0.545,0.000564,0.14,0.36,123.929,audio_features,4bOr88BuLILM22g8FKQWrG,spotify:track:4bOr88BuLILM22g8FKQWrG,https://api.spotify.com/v1/tracks/4bOr88BuLILM22g8FKQWrG,https://api.spotify.com/v1/audio-analysis/4bOr88BuLILM22g8FKQWrG,222147,4,CAR.,Will He (Medasin Remix),Joji
0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,audio_features,3xaugmCyXrVkrDTXbFkMW3,spotify:track:3xaugmCyXrVkrDTXbFkMW3,https://api.spotify.com/v1/tracks/3xaugmCyXrVkrDTXbFkMW3,https://api.spotify.com/v1/audio-analysis/3xaugmCyXrVkrDTXbFkMW3,180019,4,CAR.,Sanctuary,Joji
0.651,0.64,9,-8.386,0,0.0866,0.656,0.391,0.151,0.646,91.087,audio_features,39WFZVKifA8Fl2TZI2kp0S,spotify:track:39WFZVKifA8Fl2TZI2kp0S,https://api.spotify.com/v1/tracks/39WFZVKifA8Fl2TZI2kp0S,https://api.spotify.com/v1/audio-analysis/39WFZVKifA8Fl2TZI2kp0S,240331,4,CAR.,Last 100,Tom Misch
0.818,0.623,9,-5.901,0,0.043,0.201,0.0,0.112,0.968,120.104,audio_features,6lIRYe72fn1pf7TNqfI0ul,spotify:track:6lIRYe72fn1pf7TNqfI0ul,https://api.spotify.com/v1/tracks/6lIRYe72fn1pf7TNqfI0ul,https://api.spotify.com/v1/audio-analysis/6lIRYe72fn1pf7TNqfI0ul,138000,4,CAR.,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",Cautious Clay
0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4,CAR.,SLOW DANCING IN THE DARK,Joji
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4,CAR.,Circles,Post Malone
0.838,0.536,2,-6.288,1,0.0435,0.072,0.000259,0.208,0.89,119.956,audio_features,24G1PXBWoRgV0wDXZKwxzz,spotify:track:24G1PXBWoRgV0wDXZKwxzz,https://api.spotify.com/v1/tracks/24G1PXBWoRgV0wDXZKwxzz,https://api.spotify.com/v1/audio-analysis/24G1PXBWoRgV0wDXZKwxzz,224444,4,CAR.,N Side,Steve Lacy
0.809,0.613,2,-8.402,1,0.175,0.0685,0.0,0.107,0.562,104.991,audio_features,6tqIes4TjudsjfIpK4P2Jh,spotify:track:6tqIes4TjudsjfIpK4P2Jh,https://api.spotify.com/v1/tracks/6tqIes4TjudsjfIpK4P2Jh,https://api.spotify.com/v1/audio-analysis/6tqIes4TjudsjfIpK4P2Jh,252779,4,CAR.,Long Beach,Kota the Friend
