danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre_playlist,name,artist
0.803,0.636,11,-4.64,0,0.0322,0.0231,0.00505,0.0791,0.817,122.966,audio_features,0TVwMTKyuSp41ytctKTA3T,spotify:track:0TVwMTKyuSp41ytctKTA3T,https://api.spotify.com/v1/tracks/0TVwMTKyuSp41ytctKTA3T,https://api.spotify.com/v1/audio-analysis/0TVwMTKyuSp41ytctKTA3T,205147,4,CAR.,Feel the Way I Do,The Jungle Giants
0.753,0.461,8,-8.857,0,0.0585,0.496,0.000372,0.116,0.897,103.919,audio_features,3xUoFmauSdcqntvnmc39XZ,spotify:track:3xUoFmauSdcqntvnmc39XZ,https://api.spotify.com/v1/tracks/3xUoFmauSdcqntvnmc39XZ,https://api.spotify.com/v1/audio-analysis/3xUoFmauSdcqntvnmc39XZ,179908,4,CAR.,Wiggle,binki
0.909,0.42,1,-7.042,0,0.142,0.137,0.000173,0.135,0.519,100.121,audio_features,7gqjd3riJJUDxf6oTO9Zwm,spotify:track:7gqjd3riJJUDxf6oTO9Zwm,https://api.spotify.com/v1/tracks/7gqjd3riJJUDxf6oTO9Zwm,https://api.spotify.com/v1/audio-analysis/7gqjd3riJJUDxf6oTO9Zwm,212480,4,CAR.,Lockdown,Anderson .Paak
0.755,0.477,1,-11.461,1,0.218,0.226,0.077,0.268,0.874,147.451,audio_features,0phxK01nh2jkPnYe9wLfdO,spotify:track:0phxK01nh2jkPnYe9wLfdO,https://api.spotify.com/v1/tracks/0phxK01nh2jkPnYe9wLfdO,https://api.spotify.com/v1/audio-analysis/0phxK01nh2jkPnYe9wLfdO,127044,4,CAR.,Ipanema,Still Woozy
0.62,0.786,9,-5.22,0,0.167,0.143,0.0,0.46,0.679,164.057,audio_features,24FR8mXTaiGZPrxnkf1kcP,spotify:track:24FR8mXTaiGZPrxnkf1kcP,https://api.spotify.com/v1/tracks/24FR8mXTaiGZPrxnkf1kcP,https://api.spotify.com/v1/audio-analysis/24FR8mXTaiGZPrxnkf1kcP,265191,4,CAR.,Hit My Line,Logic
0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,audio_features,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/tracks/6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/audio-analysis/6Ed1q0X8oSKSm4IIhiQbYg,163906,4,CAR.,Daylight,Joji
0.817,0.577,6,-8.63,0,0.0659,0.117,0.000385,0.183,0.928,112.025,audio_features,3jLHo30ucbkYY9P7v8leKh,spotify:track:3jLHo30ucbkYY9P7v8leKh,https://api.spotify.com/v1/tracks/3jLHo30ucbkYY9P7v8leKh,https://api.spotify.com/v1/audio-analysis/3jLHo30ucbkYY9P7v8leKh,130714,4,CAR.,Sea Sick,binki
0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573,4,CAR.,Hell N Back,Bakar
0.579,0.646,10,-4.638,0,0.0402,0.0379,0.000499,0.114,0.326,87.962,audio_features,4PDfwhqOmkkocOHg4Rh4Mq,spotify:track:4PDfwhqOmkkocOHg4Rh4Mq,https://api.spotify.com/v1/tracks/4PDfwhqOmkkocOHg4Rh4Mq,https://api.spotify.com/v1/audio-analysis/4PDfwhqOmkkocOHg4Rh4Mq,220651,4,CAR.,Becky,Aminé
0.729,0.874,2,-5.585,1,0.0324,0.134,0.00011,0.198,0.917,123.001,audio_features,4P04T22VRDMfG7Yk0SMMxP,spotify:track:4P04T22VRDMfG7Yk0SMMxP,https://api.spotify.com/v1/tracks/4P04T22VRDMfG7Yk0SMMxP,https://api.spotify.com/v1/audio-analysis/4P04T22VRDMfG7Yk0SMMxP,195535,4,CAR.,Cabin Fever,Jaden
0.744,0.777,0,-5.577,1,0.353,0.461,0.0,0.767,0.813,158.052,audio_features,68wXv4DokvcOVNvuJ7FbWp,spotify:track:68wXv4DokvcOVNvuJ7FbWp,https://api.spotify.com/v1/tracks/68wXv4DokvcOVNvuJ7FbWp,https://api.spotify.com/v1/audio-analysis/68wXv4DokvcOVNvuJ7FbWp,177040,4,CAR.,CUT EM IN (feat. Rick Ross),Anderson .Paak
0.838,0.432,6,-14.398,1,0.228,0.562,0.363,0.0987,0.127,99.978,audio_features,4yMT3mbUsiukLDRqPfQ9rN,spotify:track:4yMT3mbUsiukLDRqPfQ9rN,https://api.spotify.com/v1/tracks/4yMT3mbUsiukLDRqPfQ9rN,https://api.spotify.com/v1/audio-analysis/4yMT3mbUsiukLDRqPfQ9rN,259200,4,CAR.,Losing My Way,FKJ
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240,4,CAR.,A Horse with No Name,America
0.604,0.789,2,-5.748,0,0.287,0.448,0.0,0.152,0.651,170.339,audio_features,7JcQlgYb0bewNr7autv7gm,spotify:track:7JcQlgYb0bewNr7autv7gm,https://api.spotify.com/v1/tracks/7JcQlgYb0bewNr7autv7gm,https://api.spotify.com/v1/audio-analysis/7JcQlgYb0bewNr7autv7gm,146771,4,CAR.,Amen,Logic
0.897,0.666,11,-7.324,0,0.0644,0.146,0.00508,0.0953,0.537,113.014,audio_features,6t5syYlCH51Gje6CV4IZZp,spotify:track:6t5syYlCH51Gje6CV4IZZp,https://api.spotify.com/v1/tracks/6t5syYlCH51Gje6CV4IZZp,https://api.spotify.com/v1/audio-analysis/6t5syYlCH51Gje6CV4IZZp,218000,4,CAR.,Sunshine,Tom Misch
0.884,0.653,11,-7.653,0,0.0586,0.371,0.00135,0.812,0.766,108.548,audio_features,2IFFKj9orAsQOOS0JRhHAW,spotify:track:2IFFKj9orAsQOOS0JRhHAW,https://api.spotify.com/v1/tracks/2IFFKj9orAsQOOS0JRhHAW,https://api.spotify.com/v1/audio-analysis/2IFFKj9orAsQOOS0JRhHAW,174213,4,CAR.,JEWELZ,Anderson .Paak
0.408,0.532,10,-12.457,0,0.345,0.578,4.05e-05,0.0734,0.584,102.042,audio_features,3ElQ7H3s86FLZvZhQEQdFw,spotify:track:3ElQ7H3s86FLZvZhQEQdFw,https://api.spotify.com/v1/tracks/3ElQ7H3s86FLZvZhQEQdFw,https://api.spotify.com/v1/audio-analysis/3ElQ7H3s86FLZvZhQEQdFw,187273,4,CAR.,New Love Song,Duckwrth
0.616,0.458,3,-11.832,1,0.0455,0.503,0.0035,0.115,0.53,79.574,audio_features,1qxZswAdBvM0JMUoV83J1b,spotify:track:1qxZswAdBvM0JMUoV83J1b,https://api.spotify.com/v1/tracks/1qxZswAdBvM0JMUoV83J1b,https://api.spotify.com/v1/audio-analysis/1qxZswAdBvM0JMUoV83J1b,133987,3,CAR.,BS,Still Woozy
0.665,0.57,9,-6.896,0,0.0341,0.066,2.98e-06,0.0822,0.396,95.983,audio_features,3wXw9CsZsxca37dbzHUx4g,spotify:track:3wXw9CsZsxca37dbzHUx4g,https://api.spotify.com/v1/tracks/3wXw9CsZsxca37dbzHUx4g,https://api.spotify.com/v1/audio-analysis/3wXw9CsZsxca37dbzHUx4g,194864,4,CAR.,Rollin' Stone,Kyle Lux
0.904,0.489,2,-9.069,0,0.436,0.145,0.00909,0.111,0.545,109.936,audio_features,2M1QErJUvVHeEwQwAo8qIU,spotify:track:2M1QErJUvVHeEwQwAo8qIU,https://api.spotify.com/v1/tracks/2M1QErJUvVHeEwQwAo8qIU,https://api.spotify.com/v1/audio-analysis/2M1QErJUvVHeEwQwAo8qIU,174545,4,CAR.,Tender Love,Christian Rich
0.734,0.518,11,-9.514,0,0.0813,0.556,0.00282,0.111,0.555,101.083,audio_features,5uDohC8URXwbGiHAMuKGoa,spotify:track:5uDohC8URXwbGiHAMuKGoa,https://api.spotify.com/v1/tracks/5uDohC8URXwbGiHAMuKGoa,https://api.spotify.com/v1/audio-analysis/5uDohC8URXwbGiHAMuKGoa,166000,4,CAR.,Rocky,Still Woozy
0.752,0.65,4,-6.194,1,0.0334,0.264,1.38e-06,0.313,0.904,141.16,audio_features,0ClnfM4PI0wjlCVTJc9lP7,spotify:track:0ClnfM4PI0wjlCVTJc9lP7,https://api.spotify.com/v1/tracks/0ClnfM4PI0wjlCVTJc9lP7,https://api.spotify.com/v1/audio-analysis/0ClnfM4PI0wjlCVTJc9lP7,177000,4,CAR.,24 / 7 / 365,Surfaces
0.724,0.603,10,-6.261,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,audio_features,6a88fc0zSrVWGPdoj445nJ,spotify:track:6a88fc0zSrVWGPdoj445nJ,https://api.spotify.com/v1/tracks/6a88fc0zSrVWGPdoj445nJ,https://api.spotify.com/v1/audio-analysis/6a88fc0zSrVWGPdoj445nJ,240880,4,CAR.,Keep Moving,Jungle
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4,CAR.,Passionfruit,Drake
0.779,0.733,9,-8.137,0,0.0734,0.0177,0.0011,0.591,0.515,115.009,audio_features,3Tda2M4pWcGwRvME3dGM2K,spotify:track:3Tda2M4pWcGwRvME3dGM2K,https://api.spotify.com/v1/tracks/3Tda2M4pWcGwRvME3dGM2K,https://api.spotify.com/v1/audio-analysis/3Tda2M4pWcGwRvME3dGM2K,178714,4,CAR.,skeletons,easy life
0.861,0.533,0,-5.995,1,0.199,0.253,1.71e-06,0.0535,0.61,111.986,audio_features,3BINSFSuHalV8yoX3zAVbl,spotify:track:3BINSFSuHalV8yoX3zAVbl,https://api.spotify.com/v1/tracks/3BINSFSuHalV8yoX3zAVbl,https://api.spotify.com/v1/audio-analysis/3BINSFSuHalV8yoX3zAVbl,211213,4,CAR.,Juice,Young Franco
0.633,0.537,6,-10.45,0,0.0544,0.0141,3.72e-05,0.103,0.889,117.907,audio_features,5uIRujGRZv5t4fGKkUTv4n,spotify:track:5uIRujGRZv5t4fGKkUTv4n,https://api.spotify.com/v1/tracks/5uIRujGRZv5t4fGKkUTv4n,https://api.spotify.com/v1/audio-analysis/5uIRujGRZv5t4fGKkUTv4n,197947,4,CAR.,Feeling Lonely,boy pablo
0.618,0.477,0,-10.994,1,0.251,0.396,0.0036,0.0728,0.454,106.767,audio_features,7N0Vn5ew5O3Q8j0KtfW3wU,spotify:track:7N0Vn5ew5O3Q8j0KtfW3wU,https://api.spotify.com/v1/tracks/7N0Vn5ew5O3Q8j0KtfW3wU,https://api.spotify.com/v1/audio-analysis/7N0Vn5ew5O3Q8j0KtfW3wU,218224,4,CAR.,Rollercoaster,Full Crate
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4,CAR.,Heat Waves,Glass Animals
0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,audio_features,3lB0GMiI5KxDbTOG8V3bOx,spotify:track:3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/tracks/3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/audio-analysis/3lB0GMiI5KxDbTOG8V3bOx,253347,4,CAR.,waves - Tame Impala Remix,Miguel
0.779,0.605,5,-7.294,0,0.0315,0.758,0.665,0.0918,0.735,126.031,audio_features,2hhVlIZmGEGfNeVIYnMUAG,spotify:track:2hhVlIZmGEGfNeVIYnMUAG,https://api.spotify.com/v1/tracks/2hhVlIZmGEGfNeVIYnMUAG,https://api.spotify.com/v1/audio-analysis/2hhVlIZmGEGfNeVIYnMUAG,208947,4,CAR.,The Sun,Myd
0.646,0.695,2,-6.34,1,0.0545,0.513,0.00723,0.154,0.514,105.978,audio_features,7CFbh9XfJ40XaYWgCbYX3H,spotify:track:7CFbh9XfJ40XaYWgCbYX3H,https://api.spotify.com/v1/tracks/7CFbh9XfJ40XaYWgCbYX3H,https://api.spotify.com/v1/audio-analysis/7CFbh9XfJ40XaYWgCbYX3H,246815,4,CAR.,Beat 54 (All Good Now),Jungle
0.843,0.585,1,-14.268,1,0.0652,0.64,0.0456,0.131,0.835,91.937,audio_features,1BXastKgdI3AiFipVt69Fv,spotify:track:1BXastKgdI3AiFipVt69Fv,https://api.spotify.com/v1/tracks/1BXastKgdI3AiFipVt69Fv,https://api.spotify.com/v1/audio-analysis/1BXastKgdI3AiFipVt69Fv,279373,4,CAR.,Jettin',Digable Planets
0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,audio_features,2sXf2JdbB2GlNju00kw9WE,spotify:track:2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/tracks/2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/audio-analysis/2sXf2JdbB2GlNju00kw9WE,203123,4,CAR.,Skate,Bruno Mars
0.671,0.86,10,-6.887,0,0.0383,0.116,0.00139,0.15,0.79,97.037,audio_features,50kXxYwLylVddXQaiGMck1,spotify:track:50kXxYwLylVddXQaiGMck1,https://api.spotify.com/v1/tracks/50kXxYwLylVddXQaiGMck1,https://api.spotify.com/v1/audio-analysis/50kXxYwLylVddXQaiGMck1,156000,4,CAR.,Woof,Still Woozy
0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,audio_features,49X0LAl6faAusYq02PRAY6,spotify:track:49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,307154,4,BEETZ.,Lady - Hear Me Tonight,Modjo
0.58,0.89,6,-5.559,1,0.036,6.54e-05,0.000446,0.0518,0.909,124.971,audio_features,3Nxw6eeFpBwUbxVuSY6NC0,spotify:track:3Nxw6eeFpBwUbxVuSY6NC0,https://api.spotify.com/v1/tracks/3Nxw6eeFpBwUbxVuSY6NC0,https://api.spotify.com/v1/audio-analysis/3Nxw6eeFpBwUbxVuSY6NC0,293732,4,BEETZ.,Chillin',Modjo
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4,BEETZ.,One More Time,Daft Punk
0.669,0.743,7,-11.488,1,0.0494,0.288,0.805,0.309,0.28,119.881,audio_features,7cMFjxhbXBpOlais7KMF3j,spotify:track:7cMFjxhbXBpOlais7KMF3j,https://api.spotify.com/v1/tracks/7cMFjxhbXBpOlais7KMF3j,https://api.spotify.com/v1/audio-analysis/7cMFjxhbXBpOlais7KMF3j,227867,4,BEETZ.,Voyager,Daft Punk
0.765,0.788,0,-6.256,0,0.0828,0.000623,0.763,0.131,0.585,125.478,audio_features,7z8sOQkzkoT9SCYQSWenjs,spotify:track:7z8sOQkzkoT9SCYQSWenjs,https://api.spotify.com/v1/tracks/7z8sOQkzkoT9SCYQSWenjs,https://api.spotify.com/v1/audio-analysis/7z8sOQkzkoT9SCYQSWenjs,254119,4,BEETZ.,Music Takes You Back,Modjo
0.738,0.657,5,-10.414,0,0.0463,0.000315,0.000846,0.137,0.717,123.933,audio_features,0J6lDdvg2ynXCmSH63jpsS,spotify:track:0J6lDdvg2ynXCmSH63jpsS,https://api.spotify.com/v1/tracks/0J6lDdvg2ynXCmSH63jpsS,https://api.spotify.com/v1/audio-analysis/0J6lDdvg2ynXCmSH63jpsS,205107,4,BEETZ.,Lola's Theme - Radio Edit,The Shapeshifters
0.69,0.748,4,-8.41,0,0.0779,0.000348,0.0917,0.75,0.869,127.055,audio_features,6h7wlQ6zbdlFgUqravjfPQ,spotify:track:6h7wlQ6zbdlFgUqravjfPQ,https://api.spotify.com/v1/tracks/6h7wlQ6zbdlFgUqravjfPQ,https://api.spotify.com/v1/audio-analysis/6h7wlQ6zbdlFgUqravjfPQ,191160,4,BEETZ.,The Weekend - Radio Edit,Michael Gray
0.739,0.875,6,-3.645,0,0.0507,0.0044,0.112,0.324,0.928,131.98,audio_features,60qbU5QgEnzBqUfXSUh0mc,spotify:track:60qbU5QgEnzBqUfXSUh0mc,https://api.spotify.com/v1/tracks/60qbU5QgEnzBqUfXSUh0mc,https://api.spotify.com/v1/audio-analysis/60qbU5QgEnzBqUfXSUh0mc,212695,4,BEETZ.,Turn Around (Hey What's Wrong With You),Phats & Small
0.869,0.785,8,-9.005,1,0.129,0.00714,0.838,0.0409,0.743,124.845,audio_features,34cFk3eV9zR7OslP4XeXLi,spotify:track:34cFk3eV9zR7OslP4XeXLi,https://api.spotify.com/v1/tracks/34cFk3eV9zR7OslP4XeXLi,https://api.spotify.com/v1/audio-analysis/34cFk3eV9zR7OslP4XeXLi,212960,4,BEETZ.,Make Luv - Radio Edit,Room 5
0.678,0.936,5,-4.876,0,0.0373,0.00166,0.457,0.376,0.877,129.996,audio_features,6Ss1QOGzn0iG8hrRRSGrr9,spotify:track:6Ss1QOGzn0iG8hrRRSGrr9,https://api.spotify.com/v1/tracks/6Ss1QOGzn0iG8hrRRSGrr9,https://api.spotify.com/v1/audio-analysis/6Ss1QOGzn0iG8hrRRSGrr9,198000,4,BEETZ.,It Just Won't Do - Radio Edit,Tim Deluxe
0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,audio_features,33yAEqzKXexYM3WlOYtTfQ,spotify:track:33yAEqzKXexYM3WlOYtTfQ,https://api.spotify.com/v1/tracks/33yAEqzKXexYM3WlOYtTfQ,https://api.spotify.com/v1/audio-analysis/33yAEqzKXexYM3WlOYtTfQ,242267,4,BEETZ.,D.A.N.C.E,Justice
0.646,0.904,2,-7.058,0,0.0323,0.044,0.0105,0.0889,0.623,120.005,audio_features,4PxoDlPrwGtmWqFA4pm57U,spotify:track:4PxoDlPrwGtmWqFA4pm57U,https://api.spotify.com/v1/tracks/4PxoDlPrwGtmWqFA4pm57U,https://api.spotify.com/v1/audio-analysis/4PxoDlPrwGtmWqFA4pm57U,227440,4,BEETZ.,Gypsy Woman (She's Homeless) - Radio Edit,Crystal Waters
0.781,0.847,0,-5.327,0,0.373,0.0288,5.78e-05,0.277,0.65,127.992,audio_features,0AT0ccoUN1Fz42s0Bsf2D0,spotify:track:0AT0ccoUN1Fz42s0Bsf2D0,https://api.spotify.com/v1/tracks/0AT0ccoUN1Fz42s0Bsf2D0,https://api.spotify.com/v1/audio-analysis/0AT0ccoUN1Fz42s0Bsf2D0,302920,4,BEETZ.,aNYway,Duck Sauce
0.843,0.448,0,-10.398,1,0.316,0.0126,0.000944,0.0826,0.172,119.564,audio_features,0HOq63A8H2BMIJzGFdWs79,spotify:track:0HOq63A8H2BMIJzGFdWs79,https://api.spotify.com/v1/tracks/0HOq63A8H2BMIJzGFdWs79,https://api.spotify.com/v1/audio-analysis/0HOq63A8H2BMIJzGFdWs79,344120,4,BEETZ.,TRACK UNO,KAYTRANADA
0.706,0.961,4,-3.609,0,0.057,0.000946,0.0653,0.117,0.928,130.027,audio_features,0HnaHNLndwgiIOL2XBRnL4,spotify:track:0HnaHNLndwgiIOL2XBRnL4,https://api.spotify.com/v1/tracks/0HnaHNLndwgiIOL2XBRnL4,https://api.spotify.com/v1/audio-analysis/0HnaHNLndwgiIOL2XBRnL4,234000,4,BEETZ.,Sun Is Shining - Radio De Luxe Mix,Funkstar De Luxe
0.625,0.832,8,-5.853,1,0.132,0.0606,0.000201,0.135,0.3,115.999,audio_features,7yR0ivkRJQR2djuGf0S2gb,spotify:track:7yR0ivkRJQR2djuGf0S2gb,https://api.spotify.com/v1/tracks/7yR0ivkRJQR2djuGf0S2gb,https://api.spotify.com/v1/audio-analysis/7yR0ivkRJQR2djuGf0S2gb,211552,4,BEETZ.,All About You (feat. Foster The People) - The Knocks VIP Mix,The Knocks
0.794,0.89,0,-9.438,1,0.0431,0.0177,0.468,0.0838,0.77,125.003,audio_features,1GZJu6ciZ55S8Kp1s8Z5ex,spotify:track:1GZJu6ciZ55S8Kp1s8Z5ex,https://api.spotify.com/v1/tracks/1GZJu6ciZ55S8Kp1s8Z5ex,https://api.spotify.com/v1/audio-analysis/1GZJu6ciZ55S8Kp1s8Z5ex,236160,4,BEETZ.,It Makes You Forget (Itgehane) - Edit,Peggy Gou
0.675,0.92,0,-7.153,0,0.0539,0.0126,0.117,0.329,0.842,132.001,audio_features,0csz09qS2n8Jo7LogHKu7j,spotify:track:0csz09qS2n8Jo7LogHKu7j,https://api.spotify.com/v1/tracks/0csz09qS2n8Jo7LogHKu7j,https://api.spotify.com/v1/audio-analysis/0csz09qS2n8Jo7LogHKu7j,329280,4,BEETZ.,Tondo,Disclosure
0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,audio_features,303ccTay2FiDTZ9fZ2AdBt,spotify:track:303ccTay2FiDTZ9fZ2AdBt,https://api.spotify.com/v1/tracks/303ccTay2FiDTZ9fZ2AdBt,https://api.spotify.com/v1/audio-analysis/303ccTay2FiDTZ9fZ2AdBt,403293,4,BEETZ.,Music Sounds Better With You,Stardust
0.724,0.603,10,-6.261,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,audio_features,6a88fc0zSrVWGPdoj445nJ,spotify:track:6a88fc0zSrVWGPdoj445nJ,https://api.spotify.com/v1/tracks/6a88fc0zSrVWGPdoj445nJ,https://api.spotify.com/v1/audio-analysis/6a88fc0zSrVWGPdoj445nJ,240880,4,FUNK.,Keep Moving,Jungle
0.797,0.651,0,-6.568,1,0.0439,0.577,0.000182,0.262,0.899,101.032,audio_features,7fxTweRQLu5xIKWSajN7GS,spotify:track:7fxTweRQLu5xIKWSajN7GS,https://api.spotify.com/v1/tracks/7fxTweRQLu5xIKWSajN7GS,https://api.spotify.com/v1/audio-analysis/7fxTweRQLu5xIKWSajN7GS,175307,4,FUNK.,Honesty - Cool Company Remix,Linda Diaz
0.633,0.537,6,-10.45,0,0.0544,0.0141,3.72e-05,0.103,0.889,117.907,audio_features,5uIRujGRZv5t4fGKkUTv4n,spotify:track:5uIRujGRZv5t4fGKkUTv4n,https://api.spotify.com/v1/tracks/5uIRujGRZv5t4fGKkUTv4n,https://api.spotify.com/v1/audio-analysis/5uIRujGRZv5t4fGKkUTv4n,197947,4,FUNK.,Feeling Lonely,boy pablo
0.861,0.533,0,-5.995,1,0.199,0.253,1.71e-06,0.0535,0.61,111.986,audio_features,3BINSFSuHalV8yoX3zAVbl,spotify:track:3BINSFSuHalV8yoX3zAVbl,https://api.spotify.com/v1/tracks/3BINSFSuHalV8yoX3zAVbl,https://api.spotify.com/v1/audio-analysis/3BINSFSuHalV8yoX3zAVbl,211213,4,FUNK.,Juice,Young Franco
0.618,0.477,0,-10.994,1,0.251,0.396,0.0036,0.0728,0.454,106.767,audio_features,7N0Vn5ew5O3Q8j0KtfW3wU,spotify:track:7N0Vn5ew5O3Q8j0KtfW3wU,https://api.spotify.com/v1/tracks/7N0Vn5ew5O3Q8j0KtfW3wU,https://api.spotify.com/v1/audio-analysis/7N0Vn5ew5O3Q8j0KtfW3wU,218224,4,FUNK.,Rollercoaster,Full Crate
0.779,0.733,9,-8.137,0,0.0734,0.0177,0.0011,0.591,0.515,115.009,audio_features,3Tda2M4pWcGwRvME3dGM2K,spotify:track:3Tda2M4pWcGwRvME3dGM2K,https://api.spotify.com/v1/tracks/3Tda2M4pWcGwRvME3dGM2K,https://api.spotify.com/v1/audio-analysis/3Tda2M4pWcGwRvME3dGM2K,178714,4,FUNK.,skeletons,easy life
0.7,0.513,0,-6.845,1,0.0698,0.684,5.23e-05,0.249,0.637,82.006,audio_features,3XHjBo5wg5tvVugQRXkP0P,spotify:track:3XHjBo5wg5tvVugQRXkP0P,https://api.spotify.com/v1/tracks/3XHjBo5wg5tvVugQRXkP0P,https://api.spotify.com/v1/audio-analysis/3XHjBo5wg5tvVugQRXkP0P,155845,4,FUNK.,daydreams,easy life
0.91,0.37,1,-10.731,0,0.0413,0.302,0.00143,0.067,0.962,112.033,audio_features,61au8r2wPFZVPhEG11bQTx,spotify:track:61au8r2wPFZVPhEG11bQTx,https://api.spotify.com/v1/tracks/61au8r2wPFZVPhEG11bQTx,https://api.spotify.com/v1/audio-analysis/61au8r2wPFZVPhEG11bQTx,171696,4,FUNK.,Electric U,Kid Bloom
0.646,0.695,2,-6.34,1,0.0545,0.513,0.00723,0.154,0.514,105.978,audio_features,7CFbh9XfJ40XaYWgCbYX3H,spotify:track:7CFbh9XfJ40XaYWgCbYX3H,https://api.spotify.com/v1/tracks/7CFbh9XfJ40XaYWgCbYX3H,https://api.spotify.com/v1/audio-analysis/7CFbh9XfJ40XaYWgCbYX3H,246815,4,FUNK.,Beat 54 (All Good Now),Jungle
0.843,0.585,1,-14.268,1,0.0652,0.64,0.0456,0.131,0.835,91.937,audio_features,1BXastKgdI3AiFipVt69Fv,spotify:track:1BXastKgdI3AiFipVt69Fv,https://api.spotify.com/v1/tracks/1BXastKgdI3AiFipVt69Fv,https://api.spotify.com/v1/audio-analysis/1BXastKgdI3AiFipVt69Fv,279373,4,FUNK.,Jettin',Digable Planets
0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,audio_features,2sXf2JdbB2GlNju00kw9WE,spotify:track:2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/tracks/2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/audio-analysis/2sXf2JdbB2GlNju00kw9WE,203123,4,FUNK.,Skate,Bruno Mars
